transaction_id,sender_account_id,receiver_account_id,timestamp,amount,currency,transaction_type,channel,beneficiary_id,device_id,geo_event_id,is_international,balance_after
TXN000388,ACC000056,ACC000190,2025-02-20 16:51:41,45804.69,INR,cash_deposit,IMPS,,DEV000085,GEO000191,False,43789.28
TXN000389,ACC000056,ACC000003,2025-12-24 08:37:21,51762.51,INR,transfer,IMPS,,DEV000085,GEO000193,False,178991.48
TXN000390,ACC000056,ACC000191,2025-02-28 11:43:15,57485.8,INR,cash_withdrawal,net_banking,,DEV000085,GEO000195,False,292140.81
TXN000391,ACC000056,ACC000213,2025-06-23 10:46:20,28610.22,INR,upi_p2p,UPI,BENE000139,DEV000085,GEO000193,False,450507.71
TXN000392,ACC000056,ACC000039,2025-03-05 09:39:47,25028.12,INR,merchant_payment,NEFT,,DEV000085,GEO000195,False,235314.27
TXN000393,ACC000057,ACC000177,2025-11-26 07:53:00,54238.37,INR,transfer,UPI,,DEV000087,GEO000196,False,68663.77
TXN000394,ACC000057,ACC000098,2025-07-03 14:56:14,22886.31,INR,bill_payment,mobile_app,,DEV000087,GEO000197,False,91735.0
TXN000395,ACC000057,ACC000006,2025-07-10 23:36:03,56806.92,INR,merchant_payment,IMPS,,DEV000087,GEO000196,False,35376.11
TXN000396,ACC000057,ACC000035,2025-08-31 08:23:29,18146.25,INR,cash_deposit,UPI,BENE000140,DEV000086,GEO000198,False,146882.38
TXN000397,ACC000057,ACC000203,2025-11-02 11:25:53,5167.75,INR,merchant_payment,RTGS,,DEV000086,GEO000198,False,209451.59
TXN000398,ACC000057,ACC000044,2025-05-22 20:03:34,51104.92,INR,bill_payment,branch,BENE000140,DEV000086,GEO000197,False,26953.52
TXN000399,ACC000057,ACC000062,2025-09-30 01:16:19,18536.84,INR,cash_deposit,NEFT,BENE000140,DEV000087,GEO000196,False,330045.85
TXN000400,ACC000058,ACC000142,2025-01-13 04:25:30,8012.86,INR,merchant_payment,mobile_app,BENE000142,DEV000088,GEO000201,False,190628.45
TXN000401,ACC000058,ACC000010,2025-09-28 00:33:23,40379.85,INR,upi_p2p,NEFT,,DEV000088,GEO000201,False,426959.7
TXN000402,ACC000058,ACC000201,2025-06-14 20:45:33,24550.26,INR,cash_withdrawal,UPI,,DEV000088,GEO000201,False,244926.38
TXN000403,ACC000058,ACC000069,2025-02-02 08:28:09,54818.77,INR,upi_p2p,net_banking,BENE000141,DEV000088,GEO000199,False,403307.1
TXN000404,ACC000058,ACC000028,2025-04-05 08:33:39,4649.99,INR,cash_withdrawal,net_banking,,DEV000088,GEO000200,False,431981.51
TXN000405,ACC000058,ACC000003,2025-10-08 19:50:48,1004.14,INR,cash_withdrawal,net_banking,,DEV000088,GEO000202,False,166119.42
TXN000406,ACC000058,ACC000171,2025-02-11 02:25:57,36831.4,INR,transfer,UPI,BENE000143,DEV000088,GEO000199,False,475744.57
TXN000407,ACC000058,ACC000001,2025-06-18 03:34:01,47537.25,INR,bill_payment,ATM,BENE000143,DEV000088,GEO000199,False,265137.41
TXN000408,ACC000059,ACC000210,2025-03-18 14:58:01,42552.61,INR,cash_deposit,UPI,,DEV000089,GEO000204,False,296314.21
TXN000409,ACC000059,ACC000016,2025-06-21 20:33:04,11258.69,INR,transfer,net_banking,BENE000146,DEV000089,GEO000203,False,288141.61
TXN000410,ACC000059,ACC000049,2025-09-29 20:09:55,7615.82,INR,transfer,ATM,,DEV000089,GEO000204,False,114630.06
TXN000411,ACC000059,ACC000102,2025-09-04 17:23:47,50195.22,INR,cash_withdrawal,NEFT,BENE000145,DEV000089,GEO000203,False,367986.13
TXN000412,ACC000059,ACC000136,2025-01-03 17:05:12,39359.56,INR,upi_p2p,branch,BENE000144,DEV000089,GEO000203,False,247467.6
TXN000413,ACC000059,ACC000188,2025-01-24 11:00:21,37266.75,INR,cash_deposit,net_banking,,DEV000089,GEO000203,False,337576.06
TXN000414,ACC000059,ACC000082,2025-08-17 09:50:57,46328.89,INR,cash_withdrawal,net_banking,BENE000146,DEV000089,GEO000204,False,405671.72
TXN000415,ACC000059,ACC000095,2025-07-14 01:29:39,18154.78,INR,cash_deposit,IMPS,,DEV000089,GEO000203,False,22307.04
TXN000416,ACC000059,ACC000091,2025-06-09 02:58:57,28003.7,INR,cash_deposit,IMPS,,DEV000089,GEO000204,False,232731.9
TXN000417,ACC000059,ACC000040,2025-02-25 04:18:30,44323.98,INR,cash_deposit,NEFT,,DEV000089,GEO000203,False,191347.22
TXN000418,ACC000060,ACC000103,2025-05-23 00:39:53,1034.22,INR,upi_p2p,UPI,,DEV000090,GEO000209,False,109279.9
TXN000419,ACC000060,ACC000005,2025-06-01 23:06:08,28442.84,INR,cash_withdrawal,IMPS,BENE000147,DEV000090,GEO000205,False,152457.54
TXN000420,ACC000060,ACC000219,2025-08-02 08:06:50,16804.64,INR,bill_payment,RTGS,BENE000147,DEV000090,GEO000208,False,244183.73
TXN000421,ACC000060,ACC000171,2025-01-24 05:00:26,21331.49,INR,transfer,net_banking,,DEV000090,GEO000208,False,71597.42
TXN000422,ACC000060,ACC000133,2025-07-11 22:34:20,48256.6,INR,cash_deposit,RTGS,,DEV000090,GEO000207,False,169951.67
TXN000423,ACC000061,ACC000176,2025-08-29 04:39:11,25854.05,INR,transfer,UPI,,DEV000092,GEO000211,False,403755.02
TXN000424,ACC000061,ACC000033,2025-05-24 12:37:08,34006.6,INR,cash_deposit,net_banking,BENE000150,DEV000091,GEO000211,False,105518.54
TXN000425,ACC000061,ACC000084,2025-09-25 07:15:04,14159.61,INR,cash_withdrawal,RTGS,,DEV000092,GEO000211,False,166199.3
TXN000426,ACC000061,ACC000050,2025-12-17 05:54:19,7802.54,INR,cash_withdrawal,ATM,BENE000151,DEV000091,GEO000210,False,445387.97
TXN000427,ACC000061,ACC000081,2025-07-18 10:29:48,52867.54,INR,cash_deposit,UPI,,DEV000092,GEO000210,False,231881.94
TXN000428,ACC000061,ACC000187,2025-04-14 07:22:04,4202.14,INR,cash_deposit,ATM,BENE000150,DEV000092,GEO000210,False,237399.72
TXN000429,ACC000061,ACC000058,2025-09-03 20:38:18,382.58,INR,cash_withdrawal,RTGS,,DEV000091,GEO000211,False,242864.16
TXN000430,ACC000062,ACC000155,2025-12-10 00:08:47,28201.31,INR,upi_p2p,ATM,,DEV000093,GEO000213,False,368011.95
TXN000431,ACC000062,ACC000050,2025-07-23 07:23:38,41908.71,INR,cash_withdrawal,ATM,,DEV000094,GEO000213,False,426497.8
TXN000432,ACC000062,ACC000077,2025-04-12 08:35:00,10863.58,INR,cash_withdrawal,mobile_app,BENE000152,DEV000093,GEO000213,False,388122.66
TXN000433,ACC000062,ACC000038,2025-06-23 11:24:24,32878.36,INR,merchant_payment,UPI,BENE000152,DEV000094,GEO000213,False,228515.67
TXN000434,ACC000062,ACC000051,2025-10-02 07:09:45,31868.22,INR,cash_withdrawal,UPI,,DEV000093,GEO000213,False,62833.56
TXN000435,ACC000062,ACC000084,2025-08-03 14:22:24,25109.97,INR,bill_payment,IMPS,,DEV000094,GEO000212,False,323517.83
TXN000436,ACC000062,ACC000102,2025-03-11 03:03:56,17252.67,INR,transfer,branch,,DEV000094,GEO000212,False,28873.73
TXN000437,ACC000062,ACC000184,2025-10-05 03:49:54,7084.9,INR,transfer,net_banking,BENE000152,DEV000093,GEO000212,False,470121.27
TXN000438,ACC000063,ACC000024,2025-10-21 01:56:13,21746.95,INR,cash_withdrawal,IMPS,BENE000153,DEV000095,GEO000217,False,246735.4
TXN000439,ACC000063,ACC000140,2025-01-25 03:17:03,31575.82,INR,upi_p2p,NEFT,,DEV000095,GEO000218,False,407367.71
TXN000440,ACC000063,ACC000115,2025-03-03 18:33:03,7091.9,INR,cash_withdrawal,ATM,,DEV000095,GEO000214,False,279284.6
TXN000441,ACC000063,ACC000014,2025-09-07 16:17:10,50605.01,INR,bill_payment,RTGS,BENE000153,DEV000095,GEO000214,False,475033.04
TXN000442,ACC000063,ACC000036,2025-07-14 09:46:47,19303.65,INR,cash_deposit,NEFT,,DEV000095,GEO000218,False,246621.4
TXN000443,ACC000063,ACC000172,2025-10-05 13:52:47,41888.06,INR,merchant_payment,net_banking,,DEV000095,GEO000215,False,105209.47
TXN000444,ACC000064,ACC000002,2025-05-16 16:28:18,35937.48,INR,merchant_payment,IMPS,BENE000156,DEV000097,GEO000220,False,457685.13
TXN000445,ACC000064,ACC000191,2025-08-30 20:50:26,14530.0,INR,merchant_payment,IMPS,,DEV000097,GEO000219,False,377331.56
TXN000446,ACC000064,ACC000066,2025-05-10 21:37:59,10168.9,INR,cash_withdrawal,NEFT,BENE000156,DEV000097,GEO000221,False,223326.18
TXN000447,ACC000064,ACC000167,2025-09-18 22:03:43,26261.55,INR,cash_deposit,ATM,BENE000156,DEV000097,GEO000219,False,371663.89
TXN000448,ACC000064,ACC000053,2025-03-19 17:27:52,38887.58,INR,upi_p2p,branch,,DEV000097,GEO000221,False,181108.22
TXN000449,ACC000064,ACC000014,2025-09-09 14:12:50,32082.44,INR,merchant_payment,branch,BENE000156,DEV000097,GEO000221,False,108995.35
TXN000450,ACC000064,ACC000047,2025-12-01 03:07:04,17204.1,INR,cash_deposit,NEFT,,DEV000097,GEO000220,False,301304.68
TXN000451,ACC000064,ACC000043,2025-12-24 14:39:16,25236.87,INR,merchant_payment,branch,,DEV000097,GEO000219,False,442321.77
TXN000452,ACC000064,ACC000219,2025-01-13 02:48:16,31734.09,INR,transfer,branch,BENE000156,DEV000097,GEO000220,False,49519.1
TXN000453,ACC000064,ACC000095,2025-03-25 14:49:19,33083.26,INR,cash_deposit,IMPS,BENE000156,DEV000097,GEO000220,False,149437.49
TXN000454,ACC000065,ACC000031,2025-04-28 07:18:40,8681.92,INR,cash_deposit,ATM,,DEV000098,GEO000224,False,341232.48
TXN000455,ACC000065,ACC000008,2025-12-08 20:54:09,55876.38,INR,cash_deposit,UPI,BENE000157,DEV000098,GEO000222,False,228167.04
TXN000456,ACC000065,ACC000149,2025-09-27 21:06:38,33535.2,INR,cash_withdrawal,mobile_app,,DEV000098,GEO000222,False,77494.13
TXN000457,ACC000066,ACC000102,2025-09-21 07:35:51,22770.02,INR,transfer,RTGS,BENE000160,DEV000100,GEO000228,False,288803.58
TXN000458,ACC000066,ACC000012,2025-09-13 00:02:56,3968.01,INR,cash_withdrawal,branch,,DEV000100,GEO000226,False,13182.02
TXN000459,ACC000066,ACC000070,2025-12-05 15:33:01,11446.57,INR,upi_p2p,RTGS,,DEV000099,GEO000225,False,417860.85
TXN000460,ACC000066,ACC000112,2025-08-06 01:44:21,57138.36,INR,cash_deposit,ATM,BENE000162,DEV000099,GEO000227,False,228672.48
TXN000461,ACC000067,ACC000140,2025-03-05 15:36:34,22521.39,INR,cash_withdrawal,UPI,BENE000165,DEV000102,GEO000230,False,186682.85
TXN000462,ACC000067,ACC000089,2025-10-25 23:52:41,17688.48,INR,upi_p2p,RTGS,BENE000165,DEV000103,GEO000230,False,44136.33
TXN000463,ACC000067,ACC000065,2025-12-10 14:40:33,8430.96,INR,cash_withdrawal,RTGS,,DEV000102,GEO000229,False,172383.43
TXN000464,ACC000067,ACC000161,2025-02-26 07:58:06,36007.79,INR,merchant_payment,UPI,,DEV000103,GEO000229,False,396346.62
TXN000465,ACC000067,ACC000212,2025-09-27 05:13:49,23901.74,INR,cash_deposit,net_banking,,DEV000103,GEO000229,False,288156.83
TXN000466,ACC000067,ACC000066,2025-12-29 22:13:13,33116.82,INR,bill_payment,ATM,BENE000165,DEV000103,GEO000230,False,366195.49
TXN000467,ACC000067,ACC000205,2025-05-25 23:36:51,32997.35,INR,cash_deposit,NEFT,,DEV000101,GEO000230,False,344212.67
TXN000468,ACC000067,ACC000028,2025-03-29 16:44:47,38500.07,INR,cash_deposit,UPI,,DEV000103,GEO000229,False,446698.58
TXN000469,ACC000067,ACC000130,2025-11-07 15:56:11,6646.49,INR,bill_payment,net_banking,BENE000165,DEV000103,GEO000230,False,152125.95
TXN000470,ACC000067,ACC000054,2025-07-30 11:29:50,38367.27,INR,bill_payment,mobile_app,BENE000164,DEV000101,GEO000229,False,93671.34
TXN000471,ACC000068,ACC000018,2025-04-09 10:10:30,27265.44,INR,transfer,NEFT,BENE000167,DEV000104,GEO000234,False,172241.62
TXN000472,ACC000068,ACC000096,2025-03-22 22:52:47,18366.44,INR,merchant_payment,RTGS,,DEV000104,GEO000234,False,250497.43
TXN000473,ACC000068,ACC000090,2025-01-13 01:19:00,15495.77,INR,cash_deposit,NEFT,,DEV000104,GEO000234,False,310495.63
TXN000474,ACC000068,ACC000090,2025-09-23 23:14:51,29520.45,INR,transfer,NEFT,,DEV000104,GEO000234,False,44327.48
TXN000475,ACC000069,ACC000140,2025-02-05 17:57:26,5161.29,INR,upi_p2p,net_banking,,DEV000105,GEO000237,False,121447.94
TXN000476,ACC000069,ACC000121,2025-01-14 08:05:31,19507.78,INR,merchant_payment,RTGS,BENE000168,DEV000105,GEO000237,False,297121.1
TXN000477,ACC000069,ACC000173,2025-10-31 05:54:31,1888.5,INR,merchant_payment,RTGS,BENE000169,DEV000105,GEO000236,False,400852.53
TXN000478,ACC000069,ACC000138,2025-09-11 20:56:49,43514.99,INR,cash_withdrawal,net_banking,,DEV000105,GEO000236,False,147401.35
TXN000479,ACC000069,ACC000042,2025-01-16 11:06:59,17559.14,INR,cash_withdrawal,NEFT,,DEV000105,GEO000236,False,39333.5
TXN000480,ACC000069,ACC000124,2025-07-08 20:09:17,15092.75,INR,cash_deposit,UPI,BENE000168,DEV000105,GEO000236,False,170695.13
TXN000481,ACC000069,ACC000175,2025-08-15 15:15:53,50763.2,INR,bill_payment,RTGS,BENE000168,DEV000105,GEO000236,False,370437.84
TXN000482,ACC000070,ACC000113,2025-07-12 16:24:45,22127.2,INR,upi_p2p,NEFT,,DEV000106,GEO000242,False,184775.86
TXN000483,ACC000070,ACC000140,2025-02-11 07:02:59,25233.75,INR,transfer,branch,,DEV000106,GEO000242,False,34402.34
TXN000484,ACC000070,ACC000023,2025-04-13 01:14:45,52691.31,INR,upi_p2p,IMPS,,DEV000106,GEO000241,False,122372.75
TXN000485,ACC000071,ACC000031,2025-01-10 08:42:53,9887.32,INR,merchant_payment,UPI,,DEV000107,GEO000246,False,273413.53
TXN000486,ACC000071,ACC000143,2025-04-13 03:23:59,28777.21,INR,upi_p2p,UPI,,DEV000107,GEO000243,False,116891.9
TXN000487,ACC000071,ACC000038,2025-04-27 15:24:02,8166.25,INR,upi_p2p,NEFT,BENE000173,DEV000107,GEO000245,False,57263.54
TXN000488,ACC000071,ACC000171,2025-04-14 06:15:04,35217.26,INR,transfer,branch,,DEV000107,GEO000245,False,430432.26
TXN000489,ACC000071,ACC000206,2025-03-24 22:31:59,11482.29,INR,cash_deposit,RTGS,BENE000173,DEV000107,GEO000244,False,276963.24
TXN000490,ACC000072,ACC000038,2025-09-17 01:39:29,3842.63,INR,merchant_payment,UPI,,DEV000108,GEO000248,False,493693.5
TXN000491,ACC000072,ACC000145,2025-03-05 23:25:12,7288.9,INR,cash_deposit,IMPS,BENE000175,DEV000108,GEO000248,False,22411.54
TXN000492,ACC000072,ACC000083,2025-10-31 04:01:03,11522.74,INR,bill_payment,IMPS,,DEV000108,GEO000248,False,433600.78
TXN000493,ACC000072,ACC000192,2025-12-19 10:35:12,3853.26,INR,merchant_payment,NEFT,,DEV000108,GEO000247,False,144526.21
TXN000494,ACC000073,ACC000111,2025-08-21 22:44:39,2048.66,INR,transfer,net_banking,BENE000177,DEV000109,GEO000250,False,141135.91
TXN000495,ACC000073,ACC000167,2025-11-10 08:01:37,59203.4,INR,cash_withdrawal,branch,,DEV000110,GEO000251,False,235486.03
TXN000496,ACC000073,ACC000125,2025-05-30 22:39:19,45493.58,INR,upi_p2p,UPI,BENE000177,DEV000110,GEO000251,False,487638.1
TXN000497,ACC000073,ACC000137,2025-07-20 18:46:00,37058.73,INR,transfer,branch,,DEV000110,GEO000251,False,297622.48
TXN000498,ACC000074,ACC000081,2025-12-26 22:35:13,6557.8,INR,bill_payment,ATM,BENE000180,DEV000111,GEO000254,False,259318.21
TXN000499,ACC000074,ACC000106,2025-04-19 04:00:52,2052.36,INR,cash_deposit,ATM,BENE000180,DEV000111,GEO000254,False,356597.9
TXN000500,ACC000074,ACC000142,2025-05-05 17:15:53,1635.12,INR,cash_deposit,UPI,,DEV000111,GEO000254,False,103661.18
TXN000501,ACC000074,ACC000203,2025-09-04 00:07:41,6028.42,INR,bill_payment,RTGS,BENE000180,DEV000111,GEO000253,False,466309.47
TXN000502,ACC000074,ACC000118,2025-07-28 17:00:40,2596.25,INR,cash_withdrawal,net_banking,,DEV000111,GEO000252,False,406744.15
TXN000503,ACC000074,ACC000101,2025-01-02 06:27:04,667.08,INR,cash_withdrawal,RTGS,,DEV000111,GEO000254,False,210826.1
TXN000504,ACC000075,ACC000014,2025-06-16 02:31:15,2895.99,INR,cash_deposit,net_banking,BENE000182,DEV000112,GEO000257,False,70723.95
TXN000505,ACC000075,ACC000032,2025-05-21 07:53:08,3462.62,INR,transfer,mobile_app,BENE000184,DEV000112,GEO000257,False,134938.73
TXN000506,ACC000075,ACC000201,2025-02-07 05:45:55,4173.51,INR,upi_p2p,NEFT,,DEV000112,GEO000256,False,283717.1
TXN000507,ACC000075,ACC000003,2025-02-13 06:37:18,1649.08,INR,merchant_payment,branch,BENE000182,DEV000112,GEO000257,False,309537.64
TXN000508,ACC000075,ACC000147,2025-10-19 22:35:57,1344.89,INR,merchant_payment,IMPS,BENE000184,DEV000112,GEO000256,False,159042.18
TXN000509,ACC000075,ACC000057,2025-03-08 17:41:11,3658.28,INR,cash_deposit,ATM,BENE000184,DEV000112,GEO000256,False,307452.0
TXN000510,ACC000075,ACC000070,2025-11-11 09:33:21,2287.12,INR,transfer,ATM,BENE000184,DEV000112,GEO000256,False,83655.64
TXN000511,ACC000076,ACC000057,2025-04-19 12:51:20,6621.74,INR,bill_payment,branch,BENE000185,DEV000114,GEO000259,False,51082.94
TXN000512,ACC000076,ACC000021,2025-06-08 15:49:06,42803.02,INR,cash_deposit,UPI,BENE000186,DEV000114,GEO000259,False,103359.25
TXN000513,ACC000076,ACC000173,2025-07-10 21:17:48,26311.69,INR,merchant_payment,IMPS,BENE000187,DEV000114,GEO000258,False,194562.44
TXN000514,ACC000076,ACC000114,2025-08-24 13:29:32,12487.08,INR,bill_payment,net_banking,,DEV000114,GEO000258,False,104358.32
TXN000515,ACC000076,ACC000081,2025-05-18 04:40:22,24425.12,INR,bill_payment,branch,,DEV000113,GEO000259,False,235386.8
TXN000516,ACC000077,ACC000176,2025-12-30 05:18:23,33885.88,INR,upi_p2p,net_banking,BENE000188,DEV000115,GEO000260,False,180400.77
TXN000517,ACC000077,ACC000006,2025-07-10 16:03:19,26290.25,INR,cash_deposit,NEFT,BENE000188,DEV000115,GEO000263,False,135291.7
TXN000518,ACC000077,ACC000067,2025-07-05 20:13:47,9654.27,INR,bill_payment,ATM,BENE000188,DEV000115,GEO000263,False,45896.28
TXN000519,ACC000078,ACC000024,2025-08-28 00:24:33,27843.09,INR,transfer,branch,,DEV000116,GEO000266,False,227097.31
TXN000520,ACC000078,ACC000076,2025-02-25 00:07:29,34330.83,INR,cash_withdrawal,UPI,BENE000189,DEV000116,GEO000265,False,116676.0
TXN000521,ACC000078,ACC000024,2025-08-30 03:37:25,2273.16,INR,upi_p2p,UPI,BENE000192,DEV000117,GEO000266,False,447566.08
TXN000522,ACC000078,ACC000061,2025-01-07 16:08:45,32312.34,INR,bill_payment,net_banking,BENE000190,DEV000116,GEO000264,False,267442.71
TXN000523,ACC000078,ACC000200,2025-06-29 15:09:30,22202.7,INR,cash_withdrawal,UPI,,DEV000116,GEO000266,False,123577.62
TXN000524,ACC000079,ACC000084,2025-11-29 04:58:27,10473.31,INR,cash_withdrawal,mobile_app,BENE000193,DEV000118,GEO000270,False,235064.38
TXN000525,ACC000079,ACC000217,2025-02-21 09:02:28,14667.15,INR,merchant_payment,IMPS,BENE000193,DEV000119,GEO000270,False,355394.38
TXN000526,ACC000079,ACC000183,2025-04-07 09:31:46,9892.8,INR,merchant_payment,mobile_app,BENE000194,DEV000118,GEO000270,False,230925.58
TXN000527,ACC000080,ACC000174,2025-10-20 22:11:56,14515.42,INR,merchant_payment,NEFT,,DEV000120,GEO000273,False,289158.47
TXN000528,ACC000080,ACC000215,2025-10-19 00:23:08,14884.41,INR,cash_withdrawal,NEFT,BENE000195,DEV000120,GEO000274,False,104239.61
TXN000529,ACC000080,ACC000154,2025-05-23 17:21:36,30712.15,INR,transfer,NEFT,BENE000195,DEV000120,GEO000274,False,157958.05
TXN000530,ACC000080,ACC000051,2025-10-19 09:24:32,781.35,INR,cash_deposit,UPI,,DEV000120,GEO000272,False,151684.1
TXN000531,ACC000080,ACC000063,2025-02-25 06:28:30,793.54,INR,bill_payment,RTGS,BENE000198,DEV000120,GEO000274,False,186411.99
TXN000532,ACC000080,ACC000053,2025-06-29 22:15:45,4926.21,INR,transfer,ATM,BENE000195,DEV000120,GEO000271,False,175927.0
TXN000533,ACC000080,ACC000099,2025-12-11 11:52:22,23880.39,INR,cash_deposit,net_banking,,DEV000120,GEO000273,False,276251.76
TXN000534,ACC000080,ACC000011,2025-12-29 17:17:53,35764.42,INR,cash_deposit,net_banking,BENE000196,DEV000120,GEO000273,False,6517.04
TXN000535,ACC000080,ACC000026,2025-02-26 16:15:01,27174.82,INR,merchant_payment,branch,,DEV000120,GEO000271,False,315706.58
TXN000536,ACC000080,ACC000096,2025-01-10 08:59:58,16448.53,INR,cash_withdrawal,RTGS,BENE000195,DEV000120,GEO000273,False,400810.76
TXN000537,ACC000081,ACC000113,2025-10-22 13:39:44,22501.01,INR,merchant_payment,mobile_app,,DEV000121,GEO000276,False,189584.57
TXN000538,ACC000081,ACC000170,2025-10-05 09:29:23,20321.06,INR,upi_p2p,branch,,DEV000121,GEO000276,False,98970.79
TXN000539,ACC000081,ACC000158,2025-05-30 02:06:35,12814.38,INR,bill_payment,mobile_app,BENE000200,DEV000121,GEO000277,False,98052.23
TXN000540,ACC000081,ACC000146,2025-03-17 05:04:54,19302.23,INR,bill_payment,NEFT,BENE000199,DEV000121,GEO000276,False,82532.33
TXN000541,ACC000082,ACC000068,2025-10-10 10:20:55,14632.38,INR,transfer,ATM,,DEV000122,GEO000281,False,247247.63
TXN000542,ACC000082,ACC000021,2025-09-17 23:25:11,13942.9,INR,cash_withdrawal,IMPS,,DEV000122,GEO000282,False,274414.75
TXN000543,ACC000082,ACC000209,2025-10-16 04:58:44,10085.42,INR,upi_p2p,IMPS,,DEV000122,GEO000282,False,389369.76
TXN000544,ACC000083,ACC000058,2025-11-13 11:42:55,1529.07,INR,cash_deposit,branch,BENE000205,DEV000124,GEO000286,False,26592.0
TXN000545,ACC000083,ACC000152,2025-04-27 15:23:41,48140.09,INR,cash_withdrawal,net_banking,BENE000205,DEV000123,GEO000286,False,440492.33
TXN000546,ACC000083,ACC000064,2025-06-30 08:01:59,54329.44,INR,transfer,IMPS,BENE000205,DEV000124,GEO000286,False,150243.18
TXN000547,ACC000083,ACC000063,2025-03-05 02:06:05,37458.88,INR,upi_p2p,net_banking,BENE000205,DEV000124,GEO000284,False,77868.93
TXN000548,ACC000083,ACC000122,2025-01-12 21:10:15,20160.39,INR,cash_withdrawal,net_banking,BENE000205,DEV000124,GEO000284,False,463989.92
TXN000549,ACC000083,ACC000102,2025-08-17 12:30:07,12998.91,INR,cash_deposit,ATM,,DEV000124,GEO000284,False,83282.32
TXN000550,ACC000084,ACC000154,2025-05-08 01:11:34,35688.07,INR,transfer,net_banking,,DEV000125,GEO000287,False,5236.44
TXN000551,ACC000084,ACC000139,2025-06-16 10:18:24,29660.38,INR,transfer,UPI,BENE000206,DEV000125,GEO000287,False,67608.17
TXN000552,ACC000084,ACC000216,2025-05-23 10:30:57,40788.64,INR,upi_p2p,IMPS,BENE000206,DEV000125,GEO000287,False,165740.73
TXN000553,ACC000084,ACC000010,2025-08-15 08:40:53,5124.28,INR,transfer,mobile_app,,DEV000125,GEO000287,False,412271.27
TXN000554,ACC000084,ACC000126,2025-02-11 18:19:52,16186.35,INR,cash_withdrawal,net_banking,BENE000206,DEV000126,GEO000287,False,79539.63
TXN000555,ACC000085,ACC000128,2025-08-24 12:50:12,13582.76,INR,cash_withdrawal,mobile_app,,DEV000127,GEO000291,False,347759.48
TXN000556,ACC000085,ACC000208,2025-06-25 17:41:04,21653.36,INR,merchant_payment,branch,BENE000207,DEV000127,GEO000292,False,397334.5
TXN000557,ACC000085,ACC000217,2025-05-01 03:07:41,40042.07,INR,bill_payment,ATM,,DEV000127,GEO000290,False,19362.03
TXN000558,ACC000085,ACC000016,2025-08-17 05:36:12,52533.47,INR,bill_payment,net_banking,BENE000207,DEV000127,GEO000290,False,141955.16
TXN000559,ACC000086,ACC000177,2025-05-05 06:09:13,19791.33,INR,upi_p2p,RTGS,BENE000210,DEV000129,GEO000296,False,468780.66
TXN000560,ACC000086,ACC000054,2025-12-14 19:30:01,16204.91,INR,transfer,IMPS,BENE000208,DEV000128,GEO000296,False,25407.18
TXN000561,ACC000086,ACC000216,2025-11-28 07:09:58,27379.24,INR,cash_deposit,UPI,,DEV000129,GEO000296,False,199347.33
TXN000562,ACC000086,ACC000182,2025-12-01 23:46:34,11143.69,INR,bill_payment,IMPS,,DEV000129,GEO000295,False,376005.54
TXN000563,ACC000086,ACC000180,2025-03-13 10:38:56,451.58,INR,bill_payment,branch,BENE000210,DEV000129,GEO000293,False,74935.72
TXN000564,ACC000086,ACC000036,2025-04-04 05:10:48,17542.73,INR,cash_deposit,branch,BENE000208,DEV000128,GEO000294,False,316137.44
TXN000565,ACC000086,ACC000183,2025-05-14 04:38:48,27263.62,INR,cash_withdrawal,IMPS,BENE000209,DEV000128,GEO000293,False,106319.82
TXN000566,ACC000087,ACC000136,2025-06-01 17:29:47,53397.26,INR,merchant_payment,ATM,BENE000213,DEV000130,GEO000298,False,269857.33
TXN000567,ACC000087,ACC000194,2025-06-27 06:17:43,2861.92,INR,cash_withdrawal,mobile_app,,DEV000130,GEO000302,False,396127.3
TXN000568,ACC000087,ACC000122,2025-11-19 03:59:31,52718.42,INR,cash_deposit,ATM,BENE000213,DEV000130,GEO000302,False,150840.97
TXN000569,ACC000087,ACC000167,2025-11-27 22:45:03,2514.89,INR,bill_payment,branch,BENE000212,DEV000130,GEO000300,False,21231.53
TXN000570,ACC000087,ACC000211,2025-06-24 11:18:46,14491.0,INR,transfer,NEFT,,DEV000130,GEO000298,False,137543.72
TXN000571,ACC000087,ACC000209,2025-12-16 07:53:26,32883.45,INR,cash_deposit,mobile_app,,DEV000130,GEO000302,False,248821.16
TXN000572,ACC000087,ACC000149,2025-03-24 21:10:04,32138.58,INR,merchant_payment,branch,,DEV000130,GEO000299,False,195124.23
TXN000573,ACC000088,ACC000046,2025-07-31 16:21:27,39434.93,INR,transfer,NEFT,,DEV000131,GEO000305,False,473342.7
TXN000574,ACC000088,ACC000006,2025-02-08 15:02:01,7966.67,INR,upi_p2p,branch,,DEV000131,GEO000305,False,208372.25
TXN000575,ACC000088,ACC000110,2025-03-21 06:17:15,43803.88,INR,cash_withdrawal,net_banking,,DEV000132,GEO000305,False,346087.19
TXN000576,ACC000088,ACC000164,2025-01-27 15:18:10,4758.3,INR,bill_payment,net_banking,BENE000216,DEV000131,GEO000304,False,482606.69
TXN000577,ACC000088,ACC000030,2025-10-25 01:23:14,27187.24,INR,transfer,RTGS,,DEV000131,GEO000306,False,139871.98
TXN000578,ACC000088,ACC000022,2025-05-19 08:34:30,47382.2,INR,cash_withdrawal,UPI,,DEV000132,GEO000304,False,125887.68
