device_id,account_id,device_type,os,device_fingerprint,first_seen_date,last_seen_date,is_trusted_device,sim_change_detected,jailbroken_rooted
DEV000247,ACC000160,MacBook,macOS Sonoma,660184a2e9ec49c8,2025-09-10 15:24:32,2025-09-10 18:03:30,False,True,False
DEV000248,ACC000161,Windows Laptop,Windows 11,9ae73a1a0db648b9,2023-11-22,2025-01-18,True,False,False
DEV000249,ACC000161,Windows Laptop,Windows 11,8bddb67f493f4d10,2024-08-15,2025-09-09,True,False,False
DEV000250,ACC000162,Windows Laptop,Windows 11,8c8a788439e04f41,2024-11-15,2024-12-05,True,False,False
DEV000251,ACC000162,Tablet,iPadOS 17,412e5f6f13f34002,2024-12-16,2024-12-27,True,False,False
DEV000252,ACC000163,MacBook,macOS Sonoma,40a405105752494f,2024-09-15,2025-12-13,True,False,False
DEV000253,ACC000164,Android Phone,Android 13,1a9ef95363304cfc,2024-06-24,2025-11-16,True,False,False
DEV000254,ACC000165,Tablet,iPadOS 17,f68ea796c4b44327,2023-07-05,2024-06-10,True,False,False
DEV000255,ACC000165,Windows Laptop,Windows 10,0cb510d6500a4977,2024-01-04,2024-05-20,True,False,False
DEV000256,ACC000166,Windows Laptop,Windows 10,f760d42a9d5542a8,2025-11-24,2025-12-23,True,False,False
DEV000257,ACC000166,Windows Laptop,Windows 10,ede12b590d984f8f,2025-12-20,2025-12-27,True,False,False
DEV000258,ACC000167,MacBook,macOS Sonoma,c8f28b884af64b11,2022-06-05,2023-09-28,True,False,False
DEV000259,ACC000168,Android Phone,Android 13,95f5c344749e4ce1,2023-01-08,2023-04-05,True,False,False
DEV000260,ACC000168,Tablet,iPadOS 17,7e9ceb501d04446b,2023-07-26,2023-08-26,True,False,False
DEV000261,ACC000169,Windows Laptop,Windows 10,3c451f5922324486,2025-01-06,2025-03-25,True,False,False
DEV000262,ACC000170,iPhone,iOS 17,7199f1c775a14da2,2021-05-23,2021-11-24,True,False,False
DEV000263,ACC000170,iPhone,iOS 17,0ef6bf15dce949f3,2025-11-13,2025-12-17,True,False,False
DEV000264,ACC000171,Tablet,Android 13,5313dd9c201f4fa7,2025-01-18,2025-06-08,True,False,False
DEV000265,ACC000172,MacBook,macOS Sequoia,3c8c1e3d08064488,2025-06-03,2025-07-12,True,False,False
DEV000266,ACC000172,Windows Laptop,Windows 10,45999b96265b486e,2020-12-09,2022-02-06,True,False,False
DEV000267,ACC000173,MacBook,macOS Sonoma,239c74c355b94581,2025-12-10,2025-12-18,True,False,False
DEV000268,ACC000173,Tablet,Android 13,ddc46d77d9944c4b,2025-08-22,2025-10-31,True,False,False
DEV000269,ACC000174,MacBook,macOS Sequoia,403f760612604ac6,2024-05-04,2025-11-25,True,False,False
DEV000270,ACC000175,iPhone,iOS 18,1c44b99af909419e,2023-09-29,2023-10-02,True,False,False
DEV000271,ACC000176,iPhone,iOS 17,ce8ec9fedde94c71,2024-03-06,2024-11-08,True,False,False
DEV000272,ACC000176,Tablet,iPadOS 17,fd94d114a9d64ba8,2025-05-11 11:38:02,2025-05-11 12:44:06,False,True,True
DEV000273,ACC000177,iPhone,iOS 17,c0ceea31cd2241bd,2025-03-29,2025-07-31,True,False,False
DEV000274,ACC000178,Windows Laptop,Windows 11,2683f2d21ae5434f,2021-12-25,2022-01-12,True,False,False
DEV000275,ACC000179,iPhone,iOS 18,8db788ff8e894f8c,2023-12-04,2024-09-01,True,False,False
DEV000276,ACC000180,Android Phone,Android 14,e9e3214ac5cd4225,2021-06-25,2024-10-06,True,False,False
DEV000277,ACC000181,iPhone,iOS 18,e8fde9da60d54333,2025-03-02,2025-09-10,True,False,False
DEV000278,ACC000181,Windows Laptop,Windows 10,aed30f48d8dd4f61,2025-06-13,2025-11-05,True,False,False
DEV000279,ACC000182,Tablet,Android 13,4c53cea14c464946,2025-07-21,2025-12-15,True,False,False
DEV000280,ACC000182,iPhone,iOS 17,d23a606cb4b34fb5,2024-09-14,2024-11-10,True,False,False
DEV000281,ACC000183,Android Phone,Android 13,7fc6cd28aade427a,2024-11-30,2025-06-21,True,False,False
DEV000282,ACC000183,Android Phone,Android 14,a74f5334dff24b8e,2024-12-18,2025-02-22,True,False,False
DEV000283,ACC000184,Android Phone,Android 14,d025362e861244ff,2025-11-29,2025-12-04,True,False,False
DEV000284,ACC000185,Android Phone,Android 15,7655893cc2f849c3,2024-12-01,2025-04-08,True,False,False
DEV000285,ACC000185,MacBook,macOS Sonoma,8ad1d33173184bbb,2022-08-02,2022-10-24,True,False,False
DEV000286,ACC000186,iPhone,iOS 18,95c68b52b444468a,2019-09-08,2023-03-02,True,False,False
DEV000287,ACC000186,Windows Laptop,Windows 10,b0cb0ab922b042ed,2020-08-06,2022-08-15,True,False,False
DEV000288,ACC000187,MacBook,macOS Sequoia,5119a3c8bab648db,2024-09-05,2025-11-06,True,False,False
DEV000289,ACC000188,Android Phone,Android 14,e22a8716a8fc4245,2022-09-28,2022-10-03,True,False,False
DEV000290,ACC000189,Windows Laptop,Windows 10,ae094a87baa848f6,2024-09-23,2025-10-01,True,False,False
DEV000291,ACC000190,Android Phone,Android 15,4b2cd6e5c0c6460c,2025-02-01,2025-04-09,True,False,False
DEV000292,ACC000191,Android Phone,Android 14,e10309f4e47647c6,2025-04-09,2025-05-24,True,False,False
DEV000293,ACC000191,MacBook,macOS Sequoia,325c64638b814421,2025-04-01,2025-10-08,True,False,False
DEV000294,ACC000192,Tablet,iPadOS 17,56b6452877904523,2025-05-19,2025-07-29,True,False,False
DEV000295,ACC000193,Windows Laptop,Windows 10,c34498d206124313,2020-06-25,2024-04-10,True,False,False
DEV000296,ACC000193,Windows Laptop,Windows 11,1893eb9af38748e4,2024-10-15,2025-10-11,True,False,False
DEV000297,ACC000194,Windows Laptop,Windows 10,c399174a6054411b,2025-07-22,2025-08-03,True,False,False
DEV000298,ACC000195,Android Phone,Android 14,cfd11b645cf64787,2022-11-30,2025-03-20,True,False,False
DEV000299,ACC000196,Tablet,iPadOS 17,2dab6f382b494528,2023-03-18,2024-11-09,True,False,False
DEV000300,ACC000197,Tablet,iPadOS 17,eb152e0a46ac4001,2025-09-18,2025-11-03,True,False,False
DEV000301,ACC000197,Windows Laptop,Windows 10,686a136346054aad,2022-04-20,2023-12-24,True,False,False
DEV000302,ACC000198,Android Phone,Android 13,12d6983d117247b1,2025-12-27,2025-12-29,True,False,False
DEV000303,ACC000199,iPhone,iOS 17,b4b3737d5bce4c8c,2021-10-23,2022-05-07,True,False,False
DEV000304,ACC000200,Android Phone,Android 13,ac0306f243a64341,2025-01-27,2025-07-15,True,False,False
DEV000305,ACC000200,iPhone,iOS 18,69b5422c5f1b44c7,2024-04-28,2024-11-15,True,False,False
DEV000306,ACC000201,Android Phone,Android 14,a076f314023c46a5,2021-03-02,2025-11-25,True,False,False
DEV000307,ACC000202,Windows Laptop,Windows 10,15d0c6d1359840dd,2025-09-10,2025-12-08,True,False,False
DEV000308,ACC000202,Tablet,iPadOS 17,ed0106234c7548c1,2025-11-02,2025-12-23,True,False,False
DEV000309,ACC000202,Android Phone,Android 15,94921c33a0b14b41,2025-03-02 18:01:06,2025-03-02 20:26:08,False,True,True
DEV000310,ACC000203,Android Phone,Android 14,00ed97448dc049fb,2025-12-06,2025-12-10,True,False,False
DEV000311,ACC000204,MacBook,macOS Sequoia,a2c7c3dcd31e4994,2023-01-12,2024-08-29,True,False,False
DEV000312,ACC000204,Tablet,Android 13,b1195bc26d5a4311,2024-06-30,2025-07-03,True,False,False
DEV000313,ACC000205,Windows Laptop,Windows 11,cb0bb9bd9f794ac0,2024-04-18,2024-08-08,True,False,False
DEV000314,ACC000206,MacBook,macOS Sonoma,c594ada19c50489a,2023-03-31,2024-04-03,True,False,False
DEV000315,ACC000207,Windows Laptop,Windows 10,0cbcaad213ce4ead,2025-12-05,2025-12-23,True,False,False
DEV000316,ACC000207,Windows Laptop,Windows 11,264705548fd44975,2025-08-03,2025-10-01,True,False,False
DEV000317,ACC000208,MacBook,macOS Sonoma,48cbd8814e194a00,2025-01-04,2025-10-01,True,False,False
DEV000318,ACC000208,iPhone,iOS 18,3f96a196bce84c86,2018-11-08,2021-05-30,True,False,False
DEV000319,ACC000209,Windows Laptop,Windows 10,87d21e7a9f344b35,2025-05-15,2025-06-19,True,False,False
DEV000320,ACC000209,MacBook,macOS Sequoia,694a0ccdb1e04585,2024-06-30,2025-05-12,True,False,False
DEV000321,ACC000210,Android Phone,Android 13,2aa3e0b0bb2b4263,2025-03-13,2025-05-14,True,False,False
DEV000322,ACC000210,Windows Laptop,Windows 10,5e6abbc03be742d7,2025-02-28,2025-08-03,True,False,False
DEV000323,ACC000211,iPhone,iOS 17,90acd9cc33bc4361,2022-11-11,2023-09-19,True,False,False
DEV000324,ACC000212,Android Phone,Android 14,6cd9242de38549de,2025-04-28,2025-05-18,True,False,False
DEV000325,ACC000213,Windows Laptop,Windows 11,dfab8a6377714259,2023-11-26,2025-08-27,True,False,False
DEV000326,ACC000214,Android Phone,Android 14,a6763583464a45da,2016-03-06,2020-04-18,True,False,False
DEV000327,ACC000214,MacBook,macOS Sonoma,47687cf1b6bc4be5,2025-10-07,2025-11-19,True,False,False
DEV000328,ACC000215,Tablet,iPadOS 17,8995136e284f4626,2025-02-08,2025-06-24,True,False,False
DEV000329,ACC000215,iPhone,iOS 17,94c6f467839549d3,2022-08-14,2025-10-21,True,False,False
DEV000330,ACC000216,Android Phone,Android 13,6500913e8c764045,2025-05-25,2025-06-13,True,False,False
DEV000331,ACC000216,Tablet,Android 13,633d102be5ff4f67,2025-01-11,2025-12-10,True,False,False
DEV000332,ACC000217,iPhone,iOS 18,1dae0ae22f044332,2020-01-12,2025-07-28,True,False,False
DEV000333,ACC000218,Android Phone,Android 13,8dcccc67b42f4fed,2025-07-01,2025-12-25,True,False,False
DEV000334,ACC000219,Tablet,iPadOS 17,8cca1c85f038479d,2020-05-29,2022-04-24,True,False,False
DEV000335,ACC000220,Windows Laptop,Windows 11,1be446ffbe834e9d,2023-04-09,2024-11-14,True,False,False
DEV000336,ACC000220,MacBook,macOS Sequoia,9593c553c35d4bb6,2020-05-06,2022-03-15,True,False,False
